epoch,accuracy,loss,lr,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.18480843305587769,2.162581443786621,0.001,0.3824482262134552,0.18873386068649722,1.7241209745407104,0.22741530984030198,0.2198172396285187
1,0.3194437026977539,1.8234257698059082,0.001,0.5365544557571411,0.2809417528362949,1.4734076261520386,0.31358407507016794,0.300672675305394
2,0.4175959527492523,1.5825951099395752,0.001,0.5554303526878357,0.3353341781535036,1.2882707118988037,0.3467960135567679,0.3579109704854997
3,0.5332644581794739,1.2466485500335693,0.001,0.5093675255775452,0.31991936517182784,1.4426475763320923,0.33570847326844383,0.37994175569408295
4,0.6663402915000916,0.8713577389717102,0.001,0.5303564071655273,0.2713486729951384,1.3605868816375732,0.4855882551760491,0.28852477020366896
5,0.757856011390686,0.6478323936462402,0.001,0.4852796196937561,0.24589986842423056,1.506088137626648,0.5390488237984942,0.26410154711141764
6,0.8157355785369873,0.5189019441604614,0.001,0.3534300625324249,0.16712717815884615,1.8078080415725708,0.49634191186062515,0.2120286688003447
7,0.8702242970466614,0.3756393492221832,0.001,0.3554021716117859,0.18158184339197544,1.9242807626724243,0.46686689679048865,0.21013750907876586
8,0.9092821478843689,0.2617228627204895,0.001,0.40160587430000305,0.20641245051188326,1.6734237670898438,0.48938256255141277,0.23717517719454495
9,0.9138334393501282,0.26368585228919983,0.001,0.2744048535823822,0.16670336445906841,2.096888542175293,0.5436513783765744,0.23880578872878194
10,0.9355201125144958,0.19147339463233948,0.001,0.26581209897994995,0.12655197965132128,3.210728645324707,0.5287014831692739,0.2042667815162037
11,0.9384032487869263,0.18598531186580658,0.001,0.3106071352958679,0.18851385330604778,1.9971222877502441,0.30635612458095945,0.2278521968913112
12,0.9574607014656067,0.14565715193748474,0.001,0.45738837122917175,0.20228873619299834,1.660507082939148,0.3852885337005397,0.20748310848099064
13,0.9835717678070068,0.0630258247256279,0.000100000005,0.24538667500019073,0.16060811202992648,2.1150872707366943,0.6116547581908225,0.22223068796868345
14,0.9886489510536194,0.044418781995773315,0.000100000005,0.3831525444984436,0.1628371992307697,1.840622901916504,0.6363212888739436,0.19015513879575865
15,0.9907523393630981,0.035826124250888824,0.000100000005,0.4372446835041046,0.21425345219390857,1.680424690246582,0.624230374629764,0.23807641357971535
16,0.9925837516784668,0.029441630467772484,0.000100000005,0.3372305929660797,0.15543505069388833,2.0082435607910156,0.5925961538860144,0.19488452587038602
17,0.9909517765045166,0.029818085953593254,0.000100000005,0.3949851989746094,0.23127213674502017,1.6753261089324951,0.5738509194645685,0.2572178177699077
18,0.9945239424705505,0.023356378078460693,0.000100000005,0.37991267442703247,0.21165704608044522,1.8579121828079224,0.5438888506533419,0.2551528173118992
19,0.9945239424705505,0.02235637791454792,0.000100000005,0.45414847135543823,0.15348241358817258,2.1313161849975586,0.6324997823084433,0.1938583338769583
20,0.9938892722129822,0.022706180810928345,0.000100000005,0.43132835626602173,0.20418684635674622,1.7109287977218628,0.560112242641014,0.2253742295220755
21,0.9941612482070923,0.01930798962712288,0.000100000005,0.47809550166130066,0.2284591813141097,1.7854865789413452,0.6246328761204214,0.24381430549886485
22,0.9951948523521423,0.01851642318069935,0.000100000005,0.27144667506217957,0.3353341781535036,2.681365966796875,0.3467960135567679,0.3579109704854997
