epoch,accuracy,loss,lr,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.2480190098285675,2.052215337753296,1e-04,0.3796309232711792,0.21603960806884526,1.7012559175491333,0.22516979522665082,0.22097736696781023
1,0.33017823100090027,1.8060616254806519,1e-04,0.3459642231464386,0.2181243977713813,1.7696254253387451,0.27341493639744163,0.2708325379741938
2,0.3638506531715393,1.7281184196472168,1e-04,0.4161149561405182,0.260966562774593,1.6023540496826172,0.2683957574741482,0.2843709201481022
3,0.3845219314098358,1.682115912437439,1e-04,0.4410480260848999,0.2688752878225353,1.5459736585617065,0.2862932865992509,0.28398227410332455
4,0.3990643620491028,1.6416691541671753,1e-04,0.4132976531982422,0.2672408691329987,1.5933661460876465,0.28563918105149405,0.2981314564715538
5,0.41088688373565674,1.6180503368377686,1e-04,0.42653894424438477,0.2798162846215998,1.6100620031356812,0.2942909622934386,0.3206080021964486
6,0.4199713468551636,1.5944364070892334,1e-04,0.4271024167537689,0.2620466477031338,1.5763684511184692,0.29487187477544735,0.29566257869298573
7,0.42747828364372253,1.5769145488739014,1e-04,0.4452739953994751,0.29020766078208865,1.5378482341766357,0.29383859838709675,0.3171918878360793
8,0.4324103891849518,1.5639749765396118,1e-04,0.4652768075466156,0.29294331184958444,1.4853134155273438,0.323073649927988,0.2895096149004871
9,0.4393008053302765,1.5490796566009521,1e-04,0.43245527148246765,0.29296246649280894,1.572340965270996,0.30701271400354724,0.3323688858759889
10,0.4433806538581848,1.5354764461517334,1e-04,0.4607691168785095,0.2860610687600215,1.499693512916565,0.3237335095685508,0.3027787586786328
11,0.44923752546310425,1.5208911895751953,1e-04,0.4789406955242157,0.2749375430083275,1.4600688219070435,0.3400731902203335,0.27207923434254894
12,0.45166730880737305,1.5136067867279053,1e-04,0.46048739552497864,0.3007874584949276,1.5019816160202026,0.3285004433154718,0.3079686531893988
13,0.4533536434173584,1.5112911462783813,1e-04,0.460346519947052,0.2990528027879065,1.4890137910842896,0.315011150040157,0.32115695272094413
14,0.4592830240726471,1.497450351715088,1e-04,0.4578109681606293,0.3146012880713855,1.5090068578720093,0.31458565980913566,0.33714933228287813
15,0.45910170674324036,1.4934653043746948,1e-04,0.4533032774925232,0.30531107949363084,1.528078317642212,0.3210595496230594,0.3348236902982555
16,0.4624199867248535,1.4893956184387207,1e-04,0.45414847135543823,0.3077787386988568,1.509419322013855,0.31344729842223096,0.33676141069459864
17,0.46729767322540283,1.4769741296768188,1e-04,0.463163822889328,0.30170987146273376,1.464516520500183,0.31751888194299516,0.31458305613259463
18,0.46811366081237793,1.472148060798645,1e-04,0.4814762771129608,0.3022821789751329,1.4526013135910034,0.33119249757173796,0.30045682114156813
19,0.4668806195259094,1.4702026844024658,1e-04,0.47879981994628906,0.31387508997034147,1.462138295173645,0.31716261048143884,0.32783282016938137
20,0.4707429111003876,1.466249942779541,1e-04,0.4740104377269745,0.30405889230023275,1.485312581062317,0.31505474994392085,0.32815805083363364
21,0.4702170491218567,1.4654701948165894,1e-04,0.45837441086769104,0.31478848635725304,1.472843050956726,0.3165618623311391,0.32942423146916994
22,0.4737710654735565,1.457948923110962,1e-04,0.45907872915267944,0.2995646681487196,1.4743722677230835,0.3110987794449659,0.31847362191473155
23,0.47436943650245667,1.4542499780654907,1e-04,0.45217636227607727,0.2918774328407508,1.531480312347412,0.3302749233948955,0.33528455371890153
24,0.47650909423828125,1.4494270086288452,1e-04,0.4723200500011444,0.30788268531707647,1.471646785736084,0.3213315796747721,0.3320974564957496
25,0.47770586609840393,1.4437059164047241,1e-04,0.45978307723999023,0.2963737766691837,1.4873430728912354,0.3114455732382001,0.3211488190727868
26,0.47879379987716675,1.44402277469635,1e-04,0.42893365025520325,0.29366092206678285,1.5431350469589233,0.3123328247748257,0.32956132241395886
27,0.4812961220741272,1.4369064569473267,1e-04,0.4709113836288452,0.31178330234278684,1.4618892669677734,0.3305443689073081,0.3298535539489462
28,0.4815499782562256,1.4366886615753174,1e-04,0.4834483861923218,0.3194967826218179,1.437070369720459,0.3315761656531394,0.32880401985423124
29,0.4820939600467682,1.434323787689209,1e-04,0.4761233925819397,0.3057052028894472,1.450363039970398,0.3159229764993255,0.32289728544257784
30,0.4834901690483093,1.4308162927627563,1e-04,0.48260319232940674,0.31288504598175393,1.4393935203552246,0.3139088802321501,0.3273525693071897
31,0.48541224002838135,1.4256463050842285,1e-04,0.4838709533214569,0.30209708007851,1.4411554336547852,0.3356097798181573,0.3066152484066247
32,0.4855210483074188,1.4244648218154907,1e-04,0.43386393785476685,0.2925340160795147,1.5184623003005981,0.3268770682210932,0.31776425057837504
33,0.4873705804347992,1.423545241355896,1e-04,0.47105225920677185,0.3132615298140481,1.4888907670974731,0.335349758643509,0.3511107294204322
34,0.48865801095962524,1.4167062044143677,1e-04,0.4617551863193512,0.31880583233142606,1.5037357807159424,0.32332770043454884,0.35461450790493904
35,0.4893651604652405,1.4162194728851318,1e-04,0.4913368225097656,0.3213477505237516,1.413428783416748,0.33240813657646406,0.32444462412813124
36,0.4899272918701172,1.4134520292282104,1e-04,0.49274545907974243,0.3130148887950728,1.4216902256011963,0.32990308753049213,0.32817701788026055
37,0.49094271659851074,1.4109442234039307,1e-04,0.4758416712284088,0.3124316149064751,1.4515893459320068,0.31515274184526015,0.34247441125863026
38,0.4917949438095093,1.4116013050079346,1e-04,0.4624595046043396,0.31395281802172126,1.507049798965454,0.3169764198960605,0.3610973430163027
39,0.49241146445274353,1.4109787940979004,1e-04,0.4828849136829376,0.31767796652306246,1.4479179382324219,0.33317977867625936,0.3453305785589996
40,0.4923389256000519,1.4067354202270508,1e-04,0.47006621956825256,0.30883625939375847,1.5161818265914917,0.3399188951912319,0.34206970146260396
41,0.49228453636169434,1.4060372114181519,1e-04,0.48795604705810547,0.3140767078648769,1.4226475954055786,0.31796830580469626,0.32699549494741903
42,0.49395275115966797,1.4020997285842896,1e-04,0.44471052289009094,0.31293206093491277,1.5430644750595093,0.3141175812663196,0.3660362086726309
43,0.493154913187027,1.404442548751831,1e-04,0.48936471343040466,0.3167246659624563,1.4187595844268799,0.3389136504519837,0.3212473208616756
