epoch,accuracy,loss,lr,val_accuracy,val_f1,val_loss,val_precision,val_recall
0,0.33072641491889954,5.115129470825195,0.001,0.36582615971565247,0.06696060231023103,2.756073236465454,0.9207282715875476,0.125
1,0.3617628514766693,2.681058168411255,0.001,0.36582615971565247,0.06696060231023103,2.6482698917388916,0.9207282715875476,0.125
2,0.36313676834106445,2.6381092071533203,0.001,0.36582615971565247,0.06696060231023103,2.643447160720825,0.9207282715875476,0.125
3,0.3605298399925232,2.627847194671631,0.001,0.36582615971565247,0.06696060231023103,2.627805471420288,0.9207282715875476,0.125
4,0.3620094358921051,2.6276803016662598,0.001,0.36582615971565247,0.06696060231023103,2.624940872192383,0.9207282715875476,0.125
5,0.3622560501098633,2.627450942993164,0.001,0.36582615971565247,0.06696060231023103,2.638918161392212,0.9207282715875476,0.125
6,0.3629606068134308,2.6343488693237305,0.001,0.36582615971565247,0.06696060231023103,2.622375011444092,0.9207282715875476,0.125
7,0.36313676834106445,2.6235573291778564,0.001,0.36582615971565247,0.06696060231023103,2.619443893432617,0.9207282715875476,0.125
8,0.36313676834106445,2.623225450515747,0.001,0.36582615971565247,0.06696060231023103,2.6237711906433105,0.9207282715875476,0.125
9,0.36313676834106445,2.620567798614502,0.001,0.36582615971565247,0.06696060231023103,2.625020742416382,0.9207282715875476,0.125
10,0.3622560501098633,2.6190896034240723,0.001,0.36582615971565247,0.06696060231023103,2.6154303550720215,0.9207282715875476,0.125
11,0.3628901541233063,2.6150665283203125,0.001,0.36582615971565247,0.06696060231023103,2.6216750144958496,0.9207282715875476,0.125
12,0.36313676834106445,2.6128859519958496,0.001,0.36582615971565247,0.06696060231023103,2.6213624477386475,0.9207282715875476,0.125
13,0.36313676834106445,2.614656925201416,0.001,0.36582615971565247,0.06696060231023103,2.621586561203003,0.9207282715875476,0.125
14,0.36313676834106445,2.612586498260498,0.001,0.36582615971565247,0.06696060231023103,2.6148810386657715,0.9207282715875476,0.125
15,0.36313676834106445,2.6121437549591064,0.001,0.36582615971565247,0.06696060231023103,2.6189050674438477,0.9207282715875476,0.125
16,0.36313676834106445,2.612757682800293,0.001,0.36582615971565247,0.06696060231023103,2.614734649658203,0.9207282715875476,0.125
17,0.36313676834106445,2.6098105907440186,0.001,0.36582615971565247,0.06696060231023103,2.611560344696045,0.9207282715875476,0.125
18,0.36313676834106445,2.6119132041931152,0.001,0.36582615971565247,0.06696060231023103,2.6231930255889893,0.9207282715875476,0.125
19,0.36313676834106445,2.6115291118621826,0.001,0.36582615971565247,0.06696060231023103,2.617845296859741,0.9207282715875476,0.125
20,0.36313676834106445,2.6109468936920166,0.001,0.36582615971565247,0.06696060231023103,2.617525815963745,0.9207282715875476,0.125
